name;operator;city;postcode;street;housenumber;amenity;office;shop;geom
Uhlenhorster Apotheke;;;;;;pharmacy;;;0101000020E61000002C39DD68B6092440CD5B751DAAC84A40
Hornbachers Goldener Engel;;;;;;restaurant;;;0101000020E6100000467BBC900EF72340E8CBC12275BB4A40
Kleine Waldschänke;;;;Sandmoorweg;149;restaurant;;;0101000020E61000006B9615D4017E2340CBD12D8551CC4A40
Sport-Restaurant;;;;;;restaurant;;;0101000020E61000005806D506271624409E205624CBD24A40
Frisör Beim Fahrenland;;;;;;;;hairdresser;0101000020E61000006E9BF39DA945244052E5C5D33CD14A40
Helo;;;;;;restaurant;;;0101000020E610000000E65AB400E523406AFCC22B49CA4A40
Mr. Baker;;;;;;;;bakery;0101000020E61000005CF399A212E5234092F76008EFC94A40
Santander;;;;;;bank;;;0101000020E6100000E1545A35BEE523405509055BDBC94A40
Heymann;;;;;;;;books;0101000020E61000008EA6C4BF19E623407860A527D1C94A40
Deichmann;;;;;;;;shoes;0101000020E6100000E847687000E62340D1FE51E5C5C94A40
Adda Eis Cafe;;;;;;cafe;;;0101000020E61000004B28D8DA56E623408C08104FC0C94A40
Tabak-Börse Haltenhoff;;;;;;;;newsagent;0101000020E6100000A435ABE39DE42340C6A6954220CA4A40
Kim Chi;;;;;;restaurant;;;0101000020E6100000381A1B1593E62340DD5ACB097FC94A40
;;;;;;fast_food;;;0101000020E61000000B16E2EC31D023405BDC35D71FD44A40
Al Limone;;;;;;restaurant;;;0101000020E61000006578472124F6234056D0590B58BB4A40
Caspari;;;;;;restaurant;;;0101000020E6100000E9DFE46D5BF623400B11700855BB4A40
Shukria Restaurant;;Hamburg;21073;Lämmertwiete;2;restaurant;;;0101000020E61000000B5D2E8782F623405FA5715E52BB4A40
Bei Fernando;;;;;;restaurant;;;0101000020E6100000B5102E2E9FF62340AE48F19650BB4A40
Black Rock Restaurant;;Hamburg;21073;Lämmertwiete;9;restaurant;;;0101000020E6100000F2DBC6551BF623408E6555DF54BB4A40
Schönes Leben;;Hamburg;20457;Alter Wandrahm;15;restaurant;;;0101000020E61000005FE113A1C7FE2340A67CADF0D3C54A40
Wartburg Apotheke;;;;;;pharmacy;;;0101000020E610000047BC2B71D309244081F7448DF8D14A40
Café im Bürgerhaus;;;;;;cafe;;;0101000020E6100000EF66576B72162440EBF8799D1ECD4A40
City Apotheke;;Hamburg;21073;Lüneburger Straße;34;pharmacy;;;0101000020E6100000442D173B2BF72340B5B2D881CEBA4A40
Betriebssportcasino;;Hamburg;20537;Wendenstraße;120;restaurant;;;0101000020E6100000E0CD6449CA0F24404D648B4924C64A40
Hansebäcker Junge;;;;;;;;bakery;0101000020E61000006E3480B740DE2340C2DEC4909CC64A40
McDonald's;;Hamburg;22765;Paul-Nevermann-Platz;12;fast_food;;;0101000020E61000000E0E9B6D13DF234031404750A1C64A40
Ford Bunge;;;;;;;;car_repair;0101000020E6100000751A0EF049D0234032474552C1D44A40
Domino;;;;;;;;toys;0101000020E6100000EDFDA1F4E0F123405C1BCF0C87CA4A40
Sushi for Friends;;;;;;restaurant;;;0101000020E61000004422235635EF2340C097C28366BB4A40
Karatren;;;;;;restaurant;;;0101000020E610000065A1E76047F52340953D53F9E8BA4A40
Golden City;;;;;;restaurant;;;0101000020E6100000CE4763FE1BF52340A45F11B2E2BA4A40
Dill sin Döns;;;;;;restaurant;;;0101000020E61000001D4762388DAF2340CDDE63FA6FC64A40
Hamburger Sparkasse;Hamburger Sparkasse;;;;;bank;;;0101000020E61000005329D1ED80FA23404A86771442B84A40
El Tequito;;Hamburg;20359;St. Pauli Fischmarkt;3;restaurant;;;0101000020E6100000BCE3B96356E82340A91611C5E4C54A40
Dubrovnik;;;;;;restaurant;;;0101000020E6100000920145D1A8F523408A4D1A59E8BA4A40
Commerzbank;;;;;;bank;;;0101000020E610000072981E0368F62340EB65CA3D13BB4A40
Hamburger Sparkasse;Hamburger Sparkasse;;;;;bank;;;0101000020E61000005A5D9896A2F6234015EBAFB211BB4A40
Silo 16;;Hamburg;21079;Schellerdamm;16;restaurant;;;0101000020E61000006E0C4B4DCCF82340B0A998EF85BB4A40
Hamburger Sparkasse;Hamburger Sparkasse;;;;;bank;;;0101000020E610000004D5F5FA49F72340C964277277BB4A40
momento di;;Hamburg;21079;Veritaskai;3;restaurant;;;0101000020E6100000FF4B080C48F92340B876476BB1BB4A40
Marktkauf Center;;Hamburg;21073;Seeveplatz;1;;;mall;0101000020E61000007CC8A53B99F9234039995D9C9DBA4A40
Jungborn-Apotheke;Uwe Sander;Hamburg;20357;Schulterblatt;14;pharmacy;;;0101000020E6100000F3E093F36AED2340C30A5CC3B1C74A40
Block House Harburg;;Hamburg;21073;Sand;8;restaurant;;;0101000020E6100000C41BE3D418F623409017D2E121BB4A40
Restaurant Scharf;;Hamburg;21079;Harburger Schloßstraße;2;restaurant;;;0101000020E61000000DA6063F16F72340DE0C929966BB4A40
Apotheke am Bahrenpark;;Hamburg;22761;Paul-Dessau-Straße;5;pharmacy;;;0101000020E6100000A450BB044CD52340CA0B9F63F6C74A40
Hamburger Bank;;Hamburg;20253;Hoheluftchaussee;66;bank;;;0101000020E610000091E16712ABF1234093C437B984CA4A40
Casa de Aragón;;Hamburg;20251;Eppendorfer Weg;240;restaurant;;;0101000020E61000003CC49A255CF32340EB573A1F9ECA4A40
Dat Backhaus;;;;;;;;bakery;0101000020E610000033A42F29E3D4234026D75E5507C84A40
Beauty Hair CK;;Hamburg;22761;Paul-Dessau-Straße;1;;;hairdresser;0101000020E6100000FAB59A1A0DD52340E64AF37D27C84A40
;;;;;;;;hairdresser;0101000020E6100000A2AD94AF15F2234077DA1A118CCA4A40
Bierspezi;;;;;;;;drinks_cash_and_carry;0101000020E6100000A7B228ECA2F023402709D341A8CA4A40
Gasthof Schwarzenbeck;;;;;;restaurant;;;0101000020E6100000862B56C334562440051A6CEA3CC34A40
Rathaus Panorama;;;;;;restaurant;;;0101000020E6100000F8C5A52A6DF523404F5546C8E5BA4A40
Agentur für Arbeit;;;;;;;employment_agency;;0101000020E610000083BA922E47F523407122FAB5F5BA4A40
Weinkontor Retana;;;;;;restaurant;;;0101000020E61000008228F3EA77542440A1A3552DE9C24A40
Meson Galicia;;Hamburg;;Maretstraße;60;restaurant;;;0101000020E61000003365F1ACEEF6234011148953F7B94A40
Zur Havighorster Nesthenne;;;;;;restaurant;;;0101000020E6100000DF7A0382EF58244051A15F0086C24A40
Mangold;;;;;;restaurant;;;0101000020E6100000A9AF9DDE7BD62340F1CC15EF11C84A40
Lebenswerk Coaching + Beratung Christine Porschke;;Hamburg;22761;Beim Alten Gaswerk;4c;;company;;0101000020E6100000CF3A996EC8D523402B7D321015C84A40
REWE City;REWE Markt GmbH;Hamburg;20459;Brauerknechtgraben;47;;;supermarket;0101000020E6100000AB645B6155F4234037A8A21DDCC54A40
Conrad Elektronik;;;;;;;;electronics;0101000020E61000002E39EE940EDE23404CF1A77CBEC64A40
Eichen Apotheke Lokstedt;;Hamburg;22529;Hugh-Greene-Weg;2;pharmacy;;;0101000020E6100000C4CCE3D5DEE4234067D5E76A2BCC4A40
Burger King;;;;;;fast_food;;;0101000020E6100000112043C70EDE234049C21957B7C64A40
Balzac;;;;;;cafe;;;0101000020E6100000C33FB676EC012440084C9649C3C64A40
Burger King;;;;;;fast_food;;;0101000020E6100000275EAFFA6DB923401BE4E434FAC84A40
Bahnhof Apotheke;Dagmar Hellwegen;Hamburg;22765;Ottenser Hauptstraße;5;pharmacy;;;0101000020E6100000D60FA0956ADD23404A772167ABC64A40
Markt-Apotheke;;;;;;pharmacy;;;0101000020E61000004AF25CDF87CF2340C9169348ECCD4A40
Apotheke im Bahnhof Altona;;Hamburg;22765;Scheel-Plessen-Straße;19;pharmacy;;;0101000020E61000000C96EA025EDE23400E4E44BFB6C64A40
Dat Backhus;;Hamburg;20359;Hopfenstraße;5;;;bakery;0101000020E610000020E9787187EE2340E2348EA218C64A40
Bavaria-Apotheke;;Hamburg;20359;Zirkusweg;4;pharmacy;;;0101000020E6100000D748B7CAB8EE23402380400C19C64A40
Schanzen Bäckerei;;;;;;;;bakery;0101000020E6100000F3CB608C48042440DD60A8C30AC74A40
Vasco da Gama;;Hamburg;20099;Lange Reihe;67;restaurant;;;0101000020E6100000E6327F96F80524407DE47BEB68C74A40
Sagners;;;;;;restaurant;;;0101000020E6100000B4C304DAC208244018810C78F4C74A40
Casa Romana;;;;;;restaurant;;;0101000020E6100000AF2D97E8870424406C949AE216C74A40
REWE;;;;Kieler Straße;415;;;supermarket;0101000020E61000004CCD792178DB234022866753BFCB4A40
Volkspark Apotheke;;Hamburg;22525;Kieler Straße;411;pharmacy;;;0101000020E610000062A5828AAADB234093F9916CBFCB4A40
Önka Imbiss;;;;;;fast_food;;;0101000020E61000004ECC1F7821BA23405B4D8D8642C94A40
Hamburger Sparkasse;Hamburger Sparkasse;;;;;bank;;;0101000020E61000009CB3F4577E4F244013EE3AC038CD4A40
apo-rot Apotheke Rahlstedt;;;;;;pharmacy;;;0101000020E61000005509055BDB4E244033AB77B81DCD4A40
Canton;;Hamburg;22549;Osdorfer Landstraße;218;restaurant;;;0101000020E6100000EE3A657FEAB12340AC17E87F5EC94A40
Guten Tag Apotheke;Annette Kaiser;Oststeinbek;22113;Willinghusener Weg;1;pharmacy;;;0101000020E61000000BF8904B774E244058B89B960EC64A40
Mecky's Bistro-Café & Backshop;;;;;;cafe;;bakery;0101000020E6100000CD6960F591B523403C6D8D08C6CA4A40
Virginia Burger;;Hamburg;21077;Winsener Straße;229;fast_food;;;0101000020E61000005B7D7555A0F62340D79AF749FFB54A40
von Allwörden;;Hamburg;20354;Colonnaden;64;;;bakery;0101000020E61000006C13DD6921FB2340F67EA31D37C74A40
Schloß-Apotheke;Klaus-Dieter Killat;Hamburg;22041;Schloßstraße;44;pharmacy;;;0101000020E61000004444204DAB23244093944FEA26C94A40
Iranisches Molana;;Hamburg;20099;Danziger Straße;14;restaurant;;;0101000020E61000004CE07B24CA0724402F79F29F24C74A40
Commerzbank;;;;;;bank;;;0101000020E6100000C4036FEDE9FF2340506AD4E87AC64A40
Hamburger Sparkasse;Hamburger Sparkasse;;;;;bank;;;0101000020E6100000E399869796FB2340F7F2F1BF4BC64A40
Deutsche Bank;;;;;;bank;;;0101000020E61000001F7B0789FEFA2340C49B35785FC64A40
Fahrrad-XXL Marcks;;;;;;;;bicycle;0101000020E61000000CDEA1725D6A2440E18D16B199BD4A40
Ulex Apotheke;;Hamburg;21129;Neßdeich;128a;pharmacy;;;0101000020E610000059A42EBE0DBA23401780EB2F60C44A40
Wilhelm Kuhfuss;;Hamburg;20099;Koppel;;;;car_repair;0101000020E6100000E78821DEDF052440462D286783C74A40
O Pescador;;;;;;restaurant;;;0101000020E6100000FBEDEBC039F323407FEA0E18DAC54A40
Bäckerei Sankt Georg;;;;;;;;bakery;0101000020E610000010BF51E1BE082440552EF94443C74A40
;;;;;;;;laundry;0101000020E6100000EB1B98DC280624405A57BBDC16C74A40
kik;;Hamburg;20099;Baumeisterstraße;11;;;clothes;0101000020E61000001AF2199AFC042440E46E10AD15C74A40
Fischmarkt Restaurant;;;;;;restaurant;;;0101000020E610000072A59E05A1F42340332E6695E3C54A40
Hafen-Apotheke;;;;Ditmar-Koel-Straße;5;pharmacy;;;0101000020E6100000897E6DFDF4F32340A95890C1E5C54A40
Beira Rio;;;;;;restaurant;;;0101000020E6100000F7B9354470F323409C285316CFC54A40
Big Bull;;;20459;Großneumarkt;24;restaurant;;;0101000020E61000009D69C2F693F523408772A25D85C64A40
Alba;;;20459;Großneumarkt;20;restaurant;;;0101000020E6100000268BA0D6D9F52340D28DB0A888C64A40
Edeka;;;;;;;;supermarket;0101000020E6100000742843554CF523407FF964C570C64A40
Meson Galicia;;;;;;restaurant;;;0101000020E61000002FED8ACF53F323401B76CE05E4C54A40
Porto;;;;;;restaurant;;;0101000020E6100000899D29745EF323401E1E1DB2DCC54A40
Casa del Sabor;;Hamburg;20459;Reimarusstraße;9;restaurant;;;0101000020E6100000BD62FCEA60F32340D33659FED7C54A40
D. Jose;;;;;;restaurant;;;0101000020E6100000381268B0A9F32340BD659824E0C54A40
O Farol;;;;;;restaurant;;;0101000020E6100000E753C72AA5F32340013CFDFBE7C54A40
Casa Madeira;;;20459;;;restaurant;;;0101000020E6100000C10E52A687F32340962F1E94E6C54A40
Transmontana;;;;;;cafe;;;0101000020E6100000EC3CE070D5F32340E874B405DFC54A40
Panthera Rodizio;;Hamburg;20459;Ditmar-Koel-Straße;3;restaurant;;;0101000020E6100000B0AA03C534F42340D16FA994E8C54A40
Nello;;;;;;restaurant;;;0101000020E6100000B1DC77B1D5F223409534DA05DEC54A40
Old Commercial Room;;;;;;restaurant;;;0101000020E6100000ACFCD75EB0F42340CDFCB49B2AC64A40
Batavia;;Wedel;22880;Broocksdamm;;cafe;;;0101000020E6100000061ECEB2DD63234064E135F977CA4A40
Commerzbank;Commerzbank AG;;;;;bank;;;0101000020E6100000994231C3901224401A72C7F6B5C94A40
HypoVereinsbank;UniCredit Bank AG;;;;;bank;;;0101000020E610000023122ADD020E24407084A0FE0EC94A40
Aldi;;;;;;;;supermarket;0101000020E6100000481ADCD6165A2440C78BE0DAE4BD4A40
;;;;;;doctors;;;0101000020E6100000A670F37CBCB223401CFD1EAB4ACB4A40
Taverna Korfu;;;;;;restaurant;;;0101000020E6100000E1E12CDB3DF723407A6C70C740B84A40
Klavier Knauer;;;;;;;;musical_instrument;0101000020E61000009A83FB5CC80624404BFF379B33C64A40
Hinkelthein;;;;;;;;hardware;0101000020E61000003FFFE2BE7AB5234017010462C8CA4A40
Modern Art's;;;;;;;;hairdresser;0101000020E6100000811255AEA6B523401FD0E341C4CA4A40
Dürüm Grill Imbiss;;;;;;fast_food;;;0101000020E6100000F84E71C1BEB223406D5F9BE84ECB4A40
Tabak-Börse;;;;;;;;newsagent;0101000020E6100000A621F47D82B52340D62B1B8CC7CA4A40
;;;;;;doctors;;;0101000020E610000037BA9404F2B22340D62EB7C546CB4A40
Dr. med. Mirweys Sina;;;;;;doctors;;;0101000020E6100000600894A872B52340C3161637C9CA4A40
Toto & Malta;;Hamburg;20355;Johannes-Brahms-Platz;11;restaurant;;;0101000020E61000000C2C369CE8F52340544F8B660AC74A40
;;;;;;;;vacant;0101000020E61000009701672959B223406D3A02B859C94A40
Riads;;;20355;Johannes-Brahms-Platz;7;restaurant;;;0101000020E6100000BD9B5DADC9F52340875B994B05C74A40
W. Oertel & von Allwörden;;;;;;;;bakery;0101000020E6100000CF7E49CF99F52340457D3782F9C64A40
Foto Wannack;;;;;;;;photo;0101000020E6100000F682AA2C65F423403C0A21318BC64A40
Kleinhuis Cafe&Weinstube;;;;;;restaurant;;;0101000020E6100000D264106965F423406F0B3B3190C64A40
Penny;;;;;;;;supermarket;0101000020E610000013D6C6D8093724404823FA10AFDA4A40
RadSpaß;;;;;;;;bicycle;0101000020E6100000E3D8C4138B35244002D71533C2DA4A40
Zum Bäcker;;;;;;restaurant;;;0101000020E6100000FD35B45C914324409FA8119FE0DA4A40
Schacht;;;;;;;;bakery;0101000020E6100000C474C69C0C3724400BA5E5F681DA4A40
Taverna Petros & Marietta;;;;;;restaurant;;;0101000020E610000059B043EB97362440A80183A44FDA4A40
Steenbarg-Apotheke;;Hamburg;22397;Poppenbütteler Chaussee;37;pharmacy;;;0101000020E610000027648CB4F9342440DF814B112ADA4A40
Italia Ristorante;;;;;;restaurant;;;0101000020E61000000727A25F5B3724407B04EDC49BDA4A40
Apotheke in Duvenstedt;;Hamburg;22397;Duvenstedter Damm;60;pharmacy;;;0101000020E6100000D865F84F37382440611DC70F95DA4A40
Apotheke am Hauptbahnhof;;Hamburg;20099;Steindamm;2;pharmacy;;;0101000020E6100000E80187AB5E0524407221EA99B9C64A40
Heinrich Heine Buchhandlung;;Hamburg;20146;Grindelallee;28;;;books;0101000020E610000035CBAF308EF72340866863DB58C84A40
Café Ines;;;;;;cafe;;;0101000020E6100000C671E0D572E32340097F750B13CC4A40
Finanzamt Hamburg Am Tierpark;;;;;;;government;;0101000020E6100000C3A9C596D4E3234041D076F123CC4A40
Sparda-Bank;;;;;;bank;;;0101000020E6100000AED3ED9172F82340C79459CEEFC64A40
Hamburger Sparkasse;Hamburger Sparkasse;;;;;bank;;;0101000020E61000006DB477A114382440D4D3EC269DDA4A40
;;;;;;;;beverages;0101000020E61000006B42FFA95D382440BBAD3E6887DA4A40
Heymann;;;;;;;;books;0101000020E6100000310274A95BF72340B7932D37BDCA4A40
Hopi;;;;;;restaurant;;;0101000020E6100000EAC59ADBCEF4234047191648F5C94A40
Allaf;;;;;;;;bakery;0101000020E6100000918E610443F42340F66569A7E6C94A40
Penny;;;;;;;;supermarket;0101000020E610000081176CD910062440A8D0D446D0C64A40
Engel Apotheke;Sven Villnow;Hamburg;20099;Steindamm;32;pharmacy;;;0101000020E6100000A984CC3A880624409682C9E8DBC64A40
Ziraat Bank Int. AG;;Hamburg;20099;Steindamm;72;bank;;;0101000020E6100000C0B2D2A41408244037470CF1FEC64A40
Hamburger Sparkasse;Hamburger Sparkasse;Hamburg;20099;Steindamm;55;bank;;;0101000020E610000032732612F1072440E5F0492712C74A40
Alexander Apotheke St. Georg;Jörg Barkau;Hamburg;20099;Steindamm;81;pharmacy;;;0101000020E610000065C8B1F50C092440BDE82B4833C74A40
Domino's Pizza;;Hamburg;22761;Stresemannstraße;390;fast_food;;;0101000020E6100000CD49DEEF06D72340D3A57F492AC84A40
Einstein;;;;;;restaurant;;;0101000020E61000003174362E2DF423400C129150E9C94A40
September;;;;;;restaurant;;;0101000020E61000001885138722F323408085CC9541C74A40
Restaurant Békaa;;Hamburg;20146;Rentzelstraße;50;restaurant;;;0101000020E61000003D3E6BC889F423409A130F8354C84A40
Pedalkraft;;Hamburg;20146;Rentzelstraße;;;;bicycle;0101000020E6100000F267D36C79F423401342ACA34FC84A40
Mama Trattoria;;Hamburg;20251;Lehmweg;44;restaurant;;;0101000020E610000007BBBC9415F623406AC020E9D3CA4A40
Xiao Xiang Garten;;Hamburg;20251;Lehmweg;35;restaurant;;;0101000020E6100000C2638918C0F52340CF67E503A7CA4A40
Arena Imbiss;;;;;;fast_food;;;0101000020E610000077C883E3E8C82340B9E8BF6268C94A40
mikawa;Chong-Min Han-Moerbeck;Hamburg;20357;Schulterblatt;92;restaurant;;;0101000020E6100000A015BDF847EC2340A37C410B09C84A40
Zur Lüttenburg;;;;;;restaurant;;;0101000020E6100000352905DD5E562440F046301F5AB34A40
Aldi;Aldi-Nord;Hamburg;22305;Hufnerstraße;129;;;supermarket;0101000020E6100000193E22A64416244019631690ACCB4A40
Hamburger Sparkasse;Hamburger Sparkasse;Hamburg;;;;bank;;;0101000020E6100000ECA529029C1624406CB75D68AECB4A40
kik;;;;;;;;clothes;0101000020E6100000E6C704A161FA2340D06B47CC47B84A40
;;;;;;;;florist;0101000020E6100000383701E19EFA2340011EAC5A2DB84A40
Berg-Apotheke;;Hamburg;21079;Trelder Weg;;pharmacy;;;0101000020E6100000CD689A6670FA23406CD49EED2CB84A40
;;;;;;;;hairdresser;0101000020E61000003F43EED8BEFA2340AA91A7F633B84A40
Zur alten Vierländer Bäckerei;;;;;;cafe;;;0101000020E6100000F0DFBC38F15524400AE69E6461B34A40
Nur Hier;Kamps;Hamburg;;;;;;bakery;0101000020E6100000AA91A7F633FE2340A357A8DA13CC4A40
;;;;;;;;florist;0101000020E6100000CD1F7821C26823403CA2427573CA4A40
Schuhservice;Horst Kohls;;;;;;;shoes;0101000020E6100000E3E88596D068234042A1F9F774CA4A40
;;;;;;;;Internet;0101000020E6100000FA9CBB5D2FF9234030D6DC7646C24A40
Budnikowsky;Budnikowsky;Hamburg;22299;Hudtwalckerstraße;19;;;chemist;0101000020E610000048F3114251FE23400717E1DC15CC4A40
Fährhaus-Apotheke;;;;;;pharmacy;;;0101000020E610000023E06B6347FE234073B0EDA309CC4A40
Marktplatz-Apotheke-Winterhude;;Hamburg;22299;Winterhuder Marktplatz;21a;pharmacy;;;0101000020E610000099F8A3A833FF23406F1118EB1BCC4A40
Ristorante da Lui;;Hamburg;22299;Hudtwalckerstraße;37;restaurant;;;0101000020E6100000CA062D7F19FF2340BDF616201BCC4A40
Sparda-Bank;Sparda-Bank;;;;;bank;;;0101000020E6100000010EEBD7E7FF234040E65EBB0FCC4A40
Phone Place;;;;;;;;mobile_phone;0101000020E61000002795DF5806FF234034E5F9C21ACC4A40
Bücher Heymann;;Hamburg;;;;;;books;0101000020E6100000E17B7F83F6FE2340C91A9A571ACC4A40
Effenberger;;Hamburg;22299;Hudtwalckerstraße;35;;;bakery;0101000020E6100000E66B859FEEFE2340D5F6651F1ACC4A40
O2;O2;Hamburg;;;;;;mobile_phone;0101000020E6100000DBF40C86DFFE2340B22083CB19CC4A40
Kebap Lounge;;;;;;fast_food;;;0101000020E61000001B5A530F87FF23402B52616C21CC4A40
Deutsche Bank;Deutsche Bank;Hamburg;22299;Winterhuder Marktplatz;13-15;bank;;;0101000020E6100000799D68B2DAFF23407F315BB22ACC4A40
Irodion;;Hamburg;22299;Ohlsdorfer Straße;12;restaurant;;;0101000020E6100000311D84CA09002440EE78382630CC4A40
Winterhuder Zoo;;Hamburg;22299;Ohlsdorfer Straße;2;;;pet;0101000020E6100000A17D5127450024400FC4680C29CC4A40
Wolsdorff;;;;;;;;newsagent;0101000020E6100000737275B636FF23409EA921BB1CCC4A40
Hamburger Sparkasse;Hamburger Sparkasse;Hamburg;22299;Winterhuder Marktplatz;21d;bank;;;0101000020E6100000D717096D39FF2340A1C4420823CC4A40
Nur Hier;Kamps;;;;;;;bakery;0101000020E6100000E2010A9A3BFF234045BA449A1DCC4A40
Commerzbank;Commerzbank;Hamburg;22299;Alsterdorfer Straße;3;bank;;;0101000020E6100000A402829433FF234034A083D327CC4A40
Juwelier Harnisch;;Hamburg;;Alsterdorfer Straße;;;;jewelry;0101000020E61000002D81EF9128FF23402143C70E2ACC4A40
mein Bäcker;;;;;;;;bakery;0101000020E6100000CCF33BA81FFF2340B4588AE42BCC4A40
Edeka Frischemarkt Bartels;;Hamburg;22299;Winterhuder Marktplatz;18;;;supermarket;0101000020E6100000A62666625FFF2340C2B68F2628CC4A40
Blume 2000;;Hamburg;22299;Winterhuder Marktplatz;6;;;florist;0101000020E61000007F62AE5637002440B6BDDD921CCC4A40
Aldi;;;;;;;;supermarket;0101000020E6100000C0D8D6AAB8002440F577A51B17CC4A40
McPaper;;;;;;;;stationery;0101000020E610000017AA51FEA4002440EE8623FE17CC4A40
Mama Leonne;;;;;;restaurant;;;0101000020E610000095579D8B75F02340228491A861CA4A40
Radsport Zentrum Hamburg;;Hamburg;22087;Kuhmühle;4;;;bicycle;0101000020E6100000994BAAB69B0C2440E4CBFA8337C84A40
Bücher & Co;;;;;;;;books;0101000020E6100000FB6BC37295002440EE5811DA17CC4A40
Wolsdorff;;;;;;;;newsagent;0101000020E6100000869A7C0E870024401E25654117CC4A40
Ernsting's family;;;;;;;;clothes;0101000020E6100000F6BC76C47C002440D1CFD4EB16CC4A40
Sterling media@home;;Hamburg;22299;Winterhuder Marktplatz;6-7;;;electronics;0101000020E6100000A31FB2ED5900244090FAEB1516CC4A40
Victoria Apotheke;;;;;;pharmacy;;;0101000020E61000007DC15DAC5E00244044DFDDCA12CC4A40
von Allwörden;;;;;;;;bakery;0101000020E6100000F1B677B2400024403DCE7EEE15CC4A40
Junge;;Hamburg;22457;Frohmestraße;16;cafe;;;0101000020E61000000288163488D6234097900F7A36D14A40
;;;;;;;;butcher;0101000020E6100000EDA2433B02D723405D83088211D14A40
Hansebäcker Bäckerei;;;;;;;;bakery;0101000020E61000004F739769A0D623407EBBDBAB45D14A40
nur hier;;;;;;;;bakery;0101000020E61000000AA52F849CD723400D46DBE7E7D04A40
;;;;;;;;hairdresser;0101000020E6100000BB8102EFE4D7234079B70DFED9D04A40
Commerzbank;Commerzbank;;;;;bank;;;0101000020E6100000CE4AA47E28D22340EA149ADA08D14A40
;;;;;;;;video;0101000020E6100000F0B8F2A32BD223402349B5F40DD14A40
Hamburger Sparkasse;Hamburger Sparkasse;;;;;bank;;;0101000020E61000007E981826AED2234035D18CEA19D14A40
Croque Bistro;;Wedel;22880;Kronskamp;90;fast_food;;;0101000020E610000077E0F7CA17732340C8F319506FCA4A40
Ravenborg pan y vino;;;;;;;;wine;0101000020E6100000BE535CB0AFA42340696CF992D7C74A40
Otto Meinert;;Hamburg;22587;Elbchaussee;530;;;butcher;0101000020E6100000009B62C4F4A32340A3AC8493D9C74A40
Rio Grande;;;;;;restaurant;;;0101000020E6100000EAFC25F3D9A32340B99D6CB9E9C74A40
Norderstedter Bank eG;Norderstedter Bank eG;Norderstedt;22850;Berliner Allee;40;bank;;;0101000020E610000034AB2D2B03F9234067BEDE58ABD74A40
Hamburger Sparkasse;Hamburger Sparkasse;Norderstedt;22850;Berliner Allee;38;bank;;;0101000020E61000006C184F4EFEF82340229C059090D74A40
Fes;;;;;;restaurant;;;0101000020E6100000BC16E3B2C0E52340D64F49E70DC84A40
Il Cristallo;;;;;;restaurant;;;0101000020E6100000FD87F4DBD7E52340912E36AD14C84A40
Breitengrad;;Hamburg;22769;Gefionstraße;3;restaurant;;;0101000020E6100000CDC353D9C1E62340C01AB1602CC84A40
Apotheke am Alsenplatz;;;;;;pharmacy;;;0101000020E61000009796EC33C2E6234051082EA061C84A40
Baurspark;;;;;;restaurant;;;0101000020E61000006B78C43247A02340677B99CD88C74A40
;;;;;;;;optician;0101000020E6100000942B065960E523408EFFA7870DC84A40
Holstenbäckerei;;;;;;;;bakery;0101000020E6100000CD86EB072BE823400ED1329C7CC84A40
Panjaab;;;20146;Grindelhof;39;restaurant;;;0101000020E61000009AC9DC216AF723404F1542BDCFC84A40
Budnikowsky;;Hamburg;20146;Grindelallee;;;;chemist;0101000020E6100000A8B283A515F6234050296508B6C84A40
;;Hamburg;20146;Rentzelstraße;;;;kiosk;0101000020E6100000F7692629FAF523405D58929790C84A40
;;;;;;;;kiosk;0101000020E61000006C3299E08AF623405A0AED41ADC84A40
Pappnase;;Hamburg;20146;Grindelallee;92;;;books;0101000020E610000052B241CB5FF6234012A859FB96C84A40
;Matthias Klimmeck;;;;;;;florist;0101000020E610000097BDB6C8870624408A25E5EE73C74A40
Eiscafe Elisa;;;;;;cafe;;;0101000020E6100000A1EB0C9DE86C2440C902CBB678C04A40
Blumenstation Karolan;;;;;;;;florist;0101000020E61000009F735C3233042440F34C79BEB0C64A40
Die Waschküche;;;;;;;;laundry;0101000020E61000008675E3DD91052440E48409A359C74A40
DAT BACKHUS;;;;;;;;bakery;0101000020E6100000D3E4BDC51E052440A98EB00342C74A40
Grüneberg;;Hamburg;20099;Lange Reihe;;cafe;;;0101000020E6100000DE04DF347D062440E48A8BA372C74A40
Casa Di Roma;;;;;;restaurant;;;0101000020E61000001D68F459540624402E97E8876CC74A40
Miss Döner;;;;;;fast_food;;;0101000020E6100000466C66E3770524409DE0F65F42C74A40
Bezirksamt Hamburg-Mitte Bauamt Verwaltung Planten un Blomen;;Hamburg;20355;St. Petersburger Straße;28;;administrative;;0101000020E610000034677DCA31F5234018A36428DDC74A40
REWE Supermarkt;REWE;;;;;;;supermarket;0101000020E61000001398F331C4E22340BFA3213E0BC94A40
Tjadens Bio Supermarkt;Petra Tjaden;;;;;;;supermarket;0101000020E6100000968AD70638E623405B5C887A66C94A40
Sophien Apotheke Bartz;;;;;;pharmacy;;;0101000020E6100000CE3BA98A04E62340A75599CEF3C84A40
FUH;;Hamburg;22763;Fischers Allee;42;restaurant;;;0101000020E6100000CC78003043D82340D4D457FC4BC64A40
